ASIN,dateId,CategoryID,Delivery_time_days,MainRankingValue,AmazonGlobal_Shipping,Estimated_Import_Charge,PriceGroup
B01BPENN9Y,1564,4,0,,32.97,20.84,Lower-Middle Income
B01BPEL300,1564,4,0,,102.80,52.23,Upper-Middle Income
B01BPERWWS,1564,4,0,,32.97,8.12,Low Income
B01BPEYDYI,1564,4,0,,57.54,8.94,Low Income
B01BPEOBWW,1564,4,0,,32.97,20.40,Low Income
B01BPEJ2NA,1564,4,0,,69.84,28.06,Lower-Middle Income
B01BPEYG68,1564,4,0,,57.54,15.56,Low Income
B01BPEXY7U,1564,4,0,,57.54,13.56,Low Income
B01BPEYG6S,1564,4,0,,33.37,6.57,Low Income
B01BPEKWCU,1564,4,0,,108.78,38.08,Upper-Middle Income
B01BPEYDWU,1564,4,0,,57.54,9.08,Low Income
B01BPEZQAI,1564,4,0,,32.97,6.91,Low Income
B01BPEYGDQ,1564,4,0,,28.58,7.97,Low Income
B01BPEYGB8,1564,4,0,,57.54,8.60,Low Income
B01BPEY604,1564,4,0,,57.54,12.64,Low Income
B01BPERS68,1564,4,0,,32.97,8.52,Low Income
B01BPET9KG,1564,4,0,,25.81,5.39,Low Income
B01BPEO9ZG,1564,4,0,,32.97,24.59,Lower-Middle Income
B01BPEY262,1564,4,0,,32.34,5.68,Low Income
B01BPERWQE,1564,4,0,,32.97,6.57,Low Income
B01BPERWY6,1564,4,0,,32.97,14.30,Very Low Income
B01BPETA0U,1564,4,0,,25.63,6.81,Low Income
B01BPEOBWC,1564,4,0,,32.97,20.01,Low Income
B01BPELK12,1564,4,0,,96.81,44.11,Upper-Middle Income
B01BPEOE0G,1564,4,0,,32.97,23.97,Lower-Middle Income
B01BPEN9QG,1564,4,0,,32.97,13.16,Low Income
B01BPEKENW,1564,4,0,,96.81,44.88,Upper-Middle Income
B01BPENKTM,1564,4,0,,32.97,9.20,Low Income
B01BPELRLK,1564,4,0,,108.78,46.05,Upper-Middle Income
B01BPEKW8O,1564,4,0,,88.83,42.15,Upper-Middle Income
B01BOJSIDQ,1564,4,0,,25.59,23.66,Low Income
B01BN9UPNI,1565,4,0,,27.97,33.45,Low Income
B01BN9UQ00,1565,4,0,304406.0,25.82,13.80,Low Income
B01BLR4JZC,1566,4,0,,25.03,18.15,Very Low Income
B01BLR4K0Q,1566,4,0,,25.79,16.32,Very Low Income
B01BLR4KYC,1566,4,0,,25.80,28.96,Low Income
B01BKTZ1O4,1567,4,0,45488.0,40.75,6.97,Low Income
B01BI31POC,1568,4,0,,43.63,0.00,Low Income
B01BHL09QA,1569,4,0,46092.0,29.94,0.00,Lower-Middle Income
B01BHL08YI,1569,4,0,,37.77,53.44,Lower-Middle Income
B0113Y0W86,1570,4,0,,28.98,13.08,Very Low Income
B00M47WSWA,1571,4,0,,93.66,26.76,Lower-Middle Income
B004A0HBI0,1323,4,0,,220.30,35.45,Upper-Middle Income
B0113XXPYK,1570,4,0,,25.26,17.14,Very Low Income
B0113XXDLK,1570,4,0,,25.40,17.20,Very Low Income
B0113XYAPS,1570,4,0,,25.29,0.00,Very Low Income
B0113XV5Q0,1570,4,0,,25.39,0.00,Very Low Income
B0113XXXM4,1570,4,0,,25.35,0.00,Low Income
B0113XYS96,1570,4,0,,25.23,18.91,Very Low Income
B0113XMMUS,1570,4,0,,25.70,0.00,Low Income
B0113XV6R8,1570,4,0,,25.44,18.42,Very Low Income
B0113XV5EM,1570,4,0,,25.15,0.00,Very Low Income
B01AY741BW,1572,4,0,,28.06,29.18,Low Income
B01AY7439W,1572,4,0,,25.28,12.44,Very Low Income
B01AXTEHJ2,1572,4,0,,27.18,10.94,Low Income
B01AWCUZIW,1573,4,0,,517.57,175.19,High Income
B01AWCUQIG,1573,4,0,,223.82,0.00,Upper-Middle Income
B01AUJXNAO,1574,4,0,,72.87,41.78,Lower-Middle Income
B01AUJXGKG,1574,4,0,,80.85,54.65,Lower-Middle Income
B00IVQN1HE,1512,4,0,,72.87,39.15,Low Income
B01AUJXN8G,1574,4,0,,76.86,43.99,Lower-Middle Income
B00IVQL2O8,1574,4,0,,80.85,12.89,Lower-Middle Income
B01AUJXJQM,1574,4,0,,76.86,44.55,Lower-Middle Income
B01AUJXJJ4,1574,4,0,,,,Lower-Middle Income
B01AUJXJDA,1574,4,0,,76.86,47.09,Lower-Middle Income
B01AUJXNH2,1574,4,0,,72.87,41.29,Lower-Middle Income
B00IVQN246,1512,4,0,,72.87,39.44,Low Income
B00IVQLSME,1574,4,0,,76.86,21.64,Lower-Middle Income
B00IVQL3DS,1574,4,0,,80.85,75.44,Lower-Middle Income
B01AUJX688,1574,4,0,,56.91,63.05,Lower-Middle Income
B00IVQKJRE,1574,4,0,,80.85,12.32,Low Income
B01AUJXJ6C,1574,4,0,,76.86,13.06,Lower-Middle Income
B00IVQLRZW,1574,4,0,,76.86,70.17,Lower-Middle Income
B01AUJXMZ0,1574,4,0,,76.86,12.73,Lower-Middle Income
B01AUJXJ4O,1574,4,0,,76.86,49.31,Lower-Middle Income
B00IVQKJ8S,1574,4,0,,76.86,0.00,Lower-Middle Income
B01AUJXK66,1574,4,0,,48.93,35.69,Lower-Middle Income
B00IVQKKDM,1574,4,0,,80.85,12.06,Low Income
B005TDSY06,1575,4,0,,68.88,36.50,Low Income
B00ZV5SIVC,1478,4,0,,32.97,14.57,Low Income
B01ATMI9NS,1576,4,0,1086777.0,284.34,58.86,Upper-Middle Income
B01ATJYBNI,1576,4,0,3595838.0,104.15,25.42,Upper-Middle Income
B00TNYGHOW,1577,4,0,,25.18,11.95,Very Low Income
B00TNNQ62Q,1577,4,0,,25.15,5.64,Low Income
B01AGRKS9Y,1,4,0,,28.98,49.53,Very Low Income
B01AGRKBIC,1,4,0,,26.99,11.66,Low Income
B01AGRK5Q0,1,4,0,,294.69,390.63,High Income
B01AKX3AYE,1578,4,0,11044.0,25.70,4.12,Very Low Income
B01AK4LVIK,1579,4,0,,26.32,19.32,Very Low Income
B01AIDJ4D2,1580,4,0,4476982.0,236.46,53.69,Upper-Middle Income
B01AIDIYRY,1580,4,0,4372052.0,236.46,61.29,Upper-Middle Income
B01AH0RXO8,1498,4,0,,137.31,40.85,Upper-Middle Income
B01AH0RVQI,1498,4,0,4481591.0,100.80,28.47,Upper-Middle Income
B01AH0RYKQ,1498,4,0,6730693.0,268.38,57.03,Upper-Middle Income
B01AH0RRNK,1498,4,0,,352.17,67.81,Upper-Middle Income
B01AH0RM9E,1498,4,0,,92.82,27.32,Upper-Middle Income
B019Y5YCE6,1581,4,0,,29.79,20.30,Low Income
B019PHIT8S,1582,4,0,,30.16,0.00,Low Income
B0113Y1JE2,1570,4,0,,25.24,19.34,Very Low Income
B0113XMMXA,1570,4,0,,25.95,0.00,Very Low Income
B0113XMQOU,1570,4,0,,26.11,12.60,Very Low Income
B0113XMYC4,1570,4,0,,27.84,12.81,Very Low Income
B00HA07PS8,1583,4,0,,32.97,9.05,Lower-Middle Income
B0015RQUBK,1584,4,0,3586155.0,40.95,9.37,Lower-Middle Income
B004A0FGXM,1323,4,0,,32.97,12.44,Lower-Middle Income
B00T3MGQ6I,1222,4,0,,28.98,6.82,Low Income
B00H52FVGE,1585,4,0,,36.96,7.24,Low Income
B00H51C44C,1585,4,0,,28.98,6.07,Low Income
B00H516TSY,1585,4,0,,47.25,15.60,Lower-Middle Income
B00H516U1K,1585,4,0,,43.42,13.93,Lower-Middle Income
B00H516TM0,1585,4,0,,33.61,10.23,Low Income
B00H516RZY,1586,4,0,,43.90,18.47,Lower-Middle Income
B00H516WHW,1586,4,0,,36.96,18.04,Lower-Middle Income
B00H503744,1587,4,0,,36.68,15.50,Lower-Middle Income
B00H50BWW8,1586,4,0,,36.96,19.26,Upper-Middle Income
B00H4ZLLO8,1585,4,0,,36.96,35.67,Upper-Middle Income
B0113Y17E4,1570,4,0,,25.19,18.31,Very Low Income
B01989Y86U,1588,4,0,658778.0,,,Low Income
B0198756MW,1588,4,0,798075.0,25.39,4.83,Low Income
B0198751IG,1588,4,0,157075.0,25.39,4.86,Low Income
B0197N5L4A,1588,4,0,,27.91,23.89,Low Income
B01953S8ZQ,1589,4,0,,25.13,20.88,Low Income
B00T3MET8U,1222,4,0,,50.93,54.33,Lower-Middle Income
B00T3MEU0M,1222,4,0,,88.83,67.73,Lower-Middle Income
B00YCDABBE,1590,4,0,,,,Upper-Middle Income
B00H50JWR0,1591,4,0,,40.95,8.07,Low Income
B00YCDA4V6,1590,4,0,,88.83,77.13,Upper-Middle Income
B00H5194WC,1585,4,0,,32.97,27.99,Upper-Middle Income
B00YCDBA96,1590,4,0,,81.45,132.40,Upper-Middle Income
B018OGITMM,1592,4,0,,29.73,9.90,Low Income
B018JWLYI2,1593,4,0,,33.90,37.17,Lower-Middle Income
B00HA0FVHU,1594,4,0,,40.95,9.51,Lower-Middle Income
B018GCIHZS,1595,4,0,,25.84,22.17,Low Income
B018GCHSV2,1596,4,0,,30.55,65.99,Lower-Middle Income
B018GCHXS0,1596,4,0,,30.59,66.33,Lower-Middle Income
B018GCI6FE,1596,4,0,,25.51,19.34,Very Low Income
B018A38T74,1,4,0,,28.30,0.00,Lower-Middle Income
B004SF1GU6,1323,4,0,263728.0,40.95,11.49,Lower-Middle Income
B0186T6FM8,1597,4,0,,27.62,20.53,Low Income
B017YS89MG,1598,4,0,,25.48,17.23,Very Low Income
B017YS7Y54,1598,4,0,,26.03,18.81,Very Low Income
B017YS7YOA,1598,4,0,,25.79,24.74,Low Income
B017Y97J62,1599,4,0,1611441.0,35.61,43.77,Low Income
B017Y5IK28,1599,4,0,2925270.0,37.74,42.43,Low Income
B017XV5GWK,1599,4,0,,,,Upper-Middle Income
B017XV5EK4,1599,4,0,,278.51,331.17,Upper-Middle Income
B017XM7KYQ,1599,4,0,,48.83,6.01,Very Low Income
B017WPJFHE,1600,4,0,1018677.0,29.14,7.12,Low Income
B017WP5RZS,1600,4,0,639462.0,31.42,0.00,Low Income
B017WKBA7W,1600,4,0,4199296.0,28.98,44.37,Low Income
B017USK95U,1601,4,0,,28.98,23.82,Low Income
B017PKD3SS,1602,4,0,3636959.0,28.98,13.13,Very Low Income
B00YYFDFW2,1603,4,0,,98.77,26.91,Upper-Middle Income
B015YMKVWA,1604,4,0,,28.86,16.22,Low Income
B017DHNYRS,1605,4,0,,59.49,18.84,Lower-Middle Income
B017DHNUGI,1605,4,0,,32.97,9.00,Lower-Middle Income
B00DQI6GM4,1606,4,0,,30.82,5.51,Low Income
B017DHO3B4,1605,4,0,,27.07,4.27,Low Income
B017DHO2HY,1605,4,0,,46.87,10.66,Lower-Middle Income
B017DHNXYW,1605,4,0,,40.95,11.34,Lower-Middle Income
B0178INCXI,1605,4,0,,36.96,5.74,Low Income
B00DQITESW,1605,4,0,,98.15,18.15,Lower-Middle Income
B00DQFBAG4,1607,4,0,,28.46,0.00,Low Income
B00DQITFQ8,1608,4,0,,34.52,6.03,Low Income
B00DQIZ468,1609,4,65,3878983.0,35.56,4.88,Very Low Income
B00DQIYVYY,1608,4,0,,31.49,5.65,Low Income
B01795IQG8,1610,4,0,,26.59,0.00,Low Income
B01795JBQM,1610,4,0,,27.98,7.62,Low Income
B008QDHL4Q,1610,4,0,,41.15,29.64,Low Income
B01795JF54,1610,4,0,,27.78,7.63,Low Income
B0177OWNXS,1611,4,0,,30.28,4.41,Very Low Income
B016V47XL2,1612,4,0,,28.98,108.23,Upper-Middle Income
B016S1M1YM,1613,4,0,,26.97,14.67,Low Income
B016S1HP0M,1614,4,0,,45.92,21.95,Low Income
B016QW7C3S,1615,4,0,,25.39,25.59,Low Income
B015ZNZI9Y,1616,4,0,,229.60,439.69,Upper-Middle Income
B015ZO02CQ,1616,4,0,,223.60,396.73,Upper-Middle Income
B00Z7NNELW,1617,4,0,,91.32,74.88,Lower-Middle Income
B00Z7NOZI8,1617,4,0,,89.81,72.10,Lower-Middle Income
B016DL84VG,1618,4,0,,28.98,18.86,Low Income
B016DL80GA,1618,4,0,,25.19,19.10,Low Income
B016DL80N8,1618,4,0,,29.58,55.61,Lower-Middle Income
B016DL8920,1618,4,0,,25.39,26.47,Low Income
B0169LNK3M,1619,4,0,,26.20,18.03,Very Low Income
B004A0HDI8,1323,4,0,,30.52,5.54,Low Income
B015XUBH0S,1620,4,0,2405690.0,28.98,0.00,Low Income
B015YRBJBW,1621,4,0,,25.43,0.00,Low Income
B015YRO388,1621,4,0,,51.70,10.70,Lower-Middle Income
B015YROBMQ,1621,4,0,,66.14,21.69,Upper-Middle Income
B015YRNMRG,1621,4,0,,,,Lower-Middle Income
B015YROEPK,1621,4,0,,71.19,0.00,Lower-Middle Income
B015YROD8S,1621,4,0,,65.91,20.43,Upper-Middle Income
B015YRPWF6,1621,4,0,,60.58,29.93,Upper-Middle Income
B015YRQB5Q,1621,4,0,,28.98,183.74,
B015YR7ENY,1621,4,0,,63.54,15.90,Lower-Middle Income
B015YRCW9U,1621,4,0,,28.98,67.73,High Income
B015YRGYCQ,1621,4,0,,28.98,10.25,Lower-Middle Income
B015YRO6SK,1621,4,0,,28.98,10.37,Low Income
B015YRO8HY,1621,4,0,,41.76,10.12,Lower-Middle Income
B015YRLWY6,1621,4,0,,25.48,10.21,Low Income
B015YRJOQ4,1622,4,0,,31.13,10.22,Low Income
B015YMTQ12,1621,4,0,,27.93,20.06,Low Income
B015YMWY0W,1621,4,0,,,,Low Income
B015YMP634,1553,4,0,,28.98,15.20,Low Income
B015YMM2YA,1623,4,0,,30.98,23.25,Low Income
B00V40TRGS,1433,4,0,,25.51,0.00,Low Income
B015PLJ3AQ,1624,4,0,6651203.0,41.60,28.94,Low Income
B015PLIYI8,1624,4,0,2989271.0,25.52,15.85,Low Income
B00PV6U0XU,1625,4,0,1468067.0,166.02,83.83,Lower-Middle Income
B015NBRX6O,1626,4,0,,25.78,21.09,Low Income
B015IXCDQW,1627,4,0,,143.09,204.20,Upper-Middle Income
B015DV6ZFY,1628,4,26,,47.70,7.85,Low Income
B004A0C2IE,1323,4,0,4283228.0,51.86,16.83,Lower-Middle Income
B0154TJMVY,1629,4,0,,28.98,4.79,Low Income
B0154TB3BG,1629,4,0,,32.97,5.18,Low Income
B0154TJMSM,1629,4,0,,32.97,12.32,Lower-Middle Income
B0154TDXV4,1629,4,0,,44.94,10.68,Lower-Middle Income
B0154TIC3I,1629,4,0,,31.50,7.26,Low Income
B0151IBMNO,1630,4,0,,25.11,13.66,Lower-Middle Income
B0151IC6NO,1630,4,0,,25.11,12.08,Lower-Middle Income
B004A0HAU4,1323,4,0,,220.30,38.13,Low Income
B004A0C4IW,1323,4,0,,32.97,12.91,Lower-Middle Income
B004A0FOOS,1323,4,0,,32.97,6.21,Low Income
B004A09YLW,1323,4,0,,220.30,27.11,Lower-Middle Income
B004A0HAUE,1323,4,0,,36.56,12.24,Lower-Middle Income
B004A0C40K,1323,4,0,,33.45,12.80,Lower-Middle Income
B004A0FOCU,1323,4,0,,32.97,5.55,Low Income
B00HA077MW,1631,4,0,,36.96,15.65,Lower-Middle Income
B004A0H9QY,1323,4,0,,220.30,29.28,Lower-Middle Income
B0031I4XAQ,1632,4,0,,220.30,22.01,Low Income
B004A09ZAW,1323,4,0,5110647.0,28.98,7.82,Lower-Middle Income
B004A0E4DU,1323,4,0,,32.97,5.44,Low Income
B00HA066X8,1633,4,0,,32.97,8.09,Low Income
B0031IBSZE,1632,4,0,,32.97,5.09,Low Income
B0015RWFOG,1584,4,0,,198.91,34.80,Upper-Middle Income
B004A0C0YK,1323,4,0,2879473.0,40.95,8.40,Low Income
B004A0H8SS,1323,4,0,,36.96,10.76,Lower-Middle Income
B004A0E5MU,1323,4,0,,32.97,5.79,Low Income
B0031I4X9C,1632,4,0,,32.97,4.95,Low Income
B004A0A29K,1323,4,0,,34.01,9.27,Lower-Middle Income
B004A0C4GE,1323,4,0,,32.97,5.59,Low Income
B004A0H3OM,1323,4,0,,32.97,6.14,Low Income
B004A0HE1O,1323,4,0,,28.98,5.05,Low Income
B004A0E188,1323,4,0,,32.97,15.24,Lower-Middle Income
B004A0A128,1323,4,0,,29.02,5.03,Low Income
B004A0FN2Q,1323,4,0,,57.23,15.46,Lower-Middle Income
B0031I8EGK,1632,4,0,,32.97,5.62,Low Income
B002M62E5E,1424,4,0,,44.94,8.66,Low Income
B002M5SZ9E,1424,4,0,,37.88,15.92,Lower-Middle Income
B0015RMBNG,1584,4,0,,32.97,9.15,Lower-Middle Income
B004A0A0XI,1323,4,0,,27.22,6.22,Low Income
B001O0FKHS,1634,4,0,,220.30,22.20,Low Income
B0015RHGE0,1584,4,0,2866457.0,28.34,5.30,Low Income
B00171NVAM,1635,4,0,,42.54,12.09,Lower-Middle Income
B004A0A0YC,1323,4,0,,32.97,5.56,Low Income
B004A0BZL4,1323,4,0,,33.93,11.18,Lower-Middle Income
B0031I4XHO,1632,4,0,,27.10,4.96,Low Income
B002M5QZ7S,1424,4,0,,32.97,8.34,Lower-Middle Income
B0015RIMOI,1584,4,0,,57.64,14.99,Lower-Middle Income
B004A0H4M8,1323,4,0,,30.02,8.52,Lower-Middle Income
B0015ROJPE,1584,4,0,,36.86,7.65,Low Income
B004A0H4NC,1323,4,0,4325195.0,220.30,32.69,Lower-Middle Income
B004A0FNT4,1323,4,0,,32.97,8.21,Lower-Middle Income
B004A0FL4G,1323,4,0,,220.30,28.27,Lower-Middle Income
B004A0HAT0,1323,4,0,,32.97,5.56,Low Income
B004A0C1C6,1323,4,0,,30.45,5.43,Low Income
B004A0C5I6,1323,4,0,,32.97,9.54,Lower-Middle Income
B004A0HH4S,1323,4,0,,32.97,5.70,Low Income
B004A0FF88,1323,4,0,,28.22,5.40,Low Income
B014W5PS4Q,1636,4,0,5817028.0,25.59,18.41,Low Income
B014W5PRI8,1636,4,0,,28.98,15.85,Low Income
B014W5PRW4,1636,4,0,2066200.0,32.65,17.40,Low Income
B014VY4ZFG,1636,4,0,5429466.0,26.69,15.11,Low Income
B014VY4ZII,1636,4,0,,28.98,16.40,Low Income
B014V0HQGA,1637,4,0,,25.46,12.07,Very Low Income
B014V0I3B2,1637,4,0,,25.91,13.65,Low Income
B014V0I042,1637,4,0,,,,Low Income
B014V0HW00,1637,4,0,,38.36,17.47,Low Income
B014V0HNGS,1637,4,0,,,,Very Low Income
B014V0GYWC,1637,4,0,,25.95,8.30,Very Low Income
B014V0I3EO,1637,4,0,,,,Low Income
B014V0H49O,1637,4,0,,36.96,11.23,Very Low Income
B014V0HEZI,1637,4,0,,27.72,10.53,Low Income
B014REW7TG,1638,4,0,,27.79,30.22,Lower-Middle Income
B014REW43A,1638,4,0,,85.29,67.52,Lower-Middle Income
B002M5T9GW,1639,4,0,,41.11,23.06,Low Income
B014RES5TM,1638,4,0,,36.96,24.47,Low Income
B014RESEDO,1638,4,0,,29.64,24.22,Lower-Middle Income
B014LDKK24,1640,4,0,,26.23,0.00,Lower-Middle Income
B014LC13SK,1640,4,0,,69.29,94.41,High Income
B014LBY8LA,1640,4,0,,66.55,92.62,High Income
B014KCS1TU,1641,4,0,193639.0,27.16,5.90,Low Income
B00T3MESLI,1222,4,0,,51.32,96.82,Upper-Middle Income
B00JWGI8SE,1642,4,0,,48.93,28.48,Low Income
B00ZALCSC2,1643,4,0,,,,
B0113XUIFY,1570,4,0,,25.35,11.96,Very Low Income
B0113XUQK6,1570,4,0,,25.89,17.84,Very Low Income
B0113XWC6M,1570,4,0,,25.87,19.76,Very Low Income
B0113XX3UG,1570,4,0,,25.23,19.01,Very Low Income
B0113Y1HZ8,1570,4,0,,25.28,19.30,Very Low Income
B0113XX4ZK,1570,4,0,,29.74,23.14,Very Low Income
B00MWALJYM,1644,4,0,,28.98,5.93,Low Income
B01499FD40,1645,4,0,,34.23,7.59,Low Income
B0113XMQ2W,1570,4,0,,26.68,12.09,Very Low Income
B0113XX4RI,1570,4,0,,25.29,23.48,Low Income
B0146H03FO,1646,4,0,211505.0,26.37,4.34,Low Income
B0113XP8B8,1570,4,0,,25.83,13.18,Low Income
B0113XPGJW,1570,4,0,,26.28,19.23,Very Low Income
B0113XNFW2,1570,4,0,,26.47,0.00,Very Low Income
B0113XPI1I,1570,4,0,,26.19,18.74,Very Low Income
B0113XP90S,1570,4,0,,25.35,20.66,Very Low Income
B0113XMYQU,1570,4,0,,25.29,0.00,Very Low Income
B0113XMZ5A,1570,4,0,,25.82,11.87,Very Low Income
B0145SQX58,1644,4,0,,,,Low Income
B0140JOH82,1647,4,0,83106.0,25.99,10.56,Low Income
B005YUHQT4,1535,4,0,,32.97,152.16,Upper-Middle Income
B005YUHQN0,1535,4,0,,32.97,169.38,Upper-Middle Income
B013L93XR8,1648,4,0,285659.0,27.98,6.04,Low Income
B013MO4D94,1649,4,0,,25.64,18.58,Low Income
B0136UV392,1650,4,0,,91.42,79.16,Lower-Middle Income
B013FXETXW,1651,4,0,,25.42,20.08,Very Low Income
B013FXDCA8,1651,4,0,,25.83,16.93,Low Income
B013FX3WZI,1651,4,0,,33.57,36.70,Low Income
B013FX0DT6,1651,4,0,,30.93,31.92,Low Income
B013FX0D5U,1651,4,0,,27.78,20.87,Low Income
B013FX6QK6,1652,4,0,,25.39,23.80,Low Income
B013FX67G4,1651,4,0,,25.44,29.90,Low Income
B013FX5KG2,1653,4,0,,25.39,30.18,Low Income
B013FX9BGM,1651,4,0,,25.48,27.22,Low Income
B013FXCQ82,1651,4,0,,25.99,30.43,Low Income
B013FXETE6,1651,4,0,,26.11,27.77,Low Income
B013FX9BYE,1651,4,0,,59.90,65.62,Lower-Middle Income
B013FX8XBG,1654,4,0,,25.15,20.03,Very Low Income
B013FX8XPW,1651,4,0,,25.84,28.68,Low Income
B013FX7VZ0,1655,4,0,,25.65,29.36,Low Income
B013FX7F5Q,1651,4,0,,25.63,30.98,Low Income
B013FX8ZCI,1656,4,0,,25.65,23.67,Low Income
B013FX5KXU,1657,4,0,311114.0,25.38,22.74,Low Income
B013FX3O10,1651,4,0,,26.63,3.80,Very Low Income
B013FX5MB0,1651,4,0,,26.38,29.84,Low Income
B013FX5A6W,1651,4,24,,25.57,22.01,Low Income
B013FX3XH0,1651,4,0,,25.73,5.49,Very Low Income
B013FX46T4,1651,4,0,,27.08,49.40,Lower-Middle Income
B013FX02O2,1651,4,0,,26.67,18.62,Very Low Income
B013FX2PH4,1651,4,0,,30.55,23.12,Low Income
B013FWVNV4,1651,4,0,,64.03,44.65,Lower-Middle Income
B013FWVGP2,1651,4,0,3288812.0,51.92,104.21,Upper-Middle Income
B013ALB3SI,1658,4,0,,31.33,15.50,Lower-Middle Income
B012TYXC04,1659,4,0,,36.75,6.45,Low Income
B012OE0VT4,1618,4,0,1854962.0,45.86,10.16,Lower-Middle Income
B0120XZ234,1660,4,54,19141.0,39.81,20.58,Upper-Middle Income
B00S12JBPE,1661,4,0,,52.92,54.24,Lower-Middle Income
B011P56YZ8,1662,4,0,,32.97,18.50,Lower-Middle Income
B00ZAL7QYC,1643,4,0,,74.59,27.45,Very Low Income
B0113XWJLA,1570,4,0,,26.58,0.00,Very Low Income
B0117O4XUA,1,4,0,,28.02,4.93,Low Income
B0115R9D04,1663,4,0,,40.95,7.04,Low Income
B0115R9DQ8,1663,4,0,,33.37,5.95,Low Income
B0115R91YC,1663,4,0,,28.98,5.55,Low Income
B0115R9DP4,1663,4,0,,31.97,6.59,Low Income
B0115R9CQY,1663,4,0,,33.45,6.40,Low Income
B00J5VSJLC,1664,4,0,,36.96,8.26,Low Income
B00J5Z1BAY,1664,4,0,,40.95,7.74,Low Income
B00QKP595U,1665,4,0,,40.30,15.84,Lower-Middle Income
B0113XNAOK,1570,4,0,,,,Low Income
B0113XORH4,1570,4,0,,25.52,22.39,Low Income
B0113XWUFU,1570,4,0,,25.19,20.60,Very Low Income
B0113XODVY,1570,4,0,,26.48,21.96,Very Low Income
B0113XPM0K,1570,4,0,,28.47,42.07,Low Income
B0113XO2DI,1570,4,0,,25.47,22.22,Low Income
B0113XN3BK,1570,4,0,,26.23,21.15,Very Low Income
B0113XX5CM,1570,4,0,,25.27,0.00,Very Low Income
B0113XNAM2,1570,4,0,,26.19,22.11,Low Income
B0113XN3FQ,1570,4,0,,27.04,24.26,Low Income
B0113XOELS,1570,4,0,,26.20,23.14,Low Income
B0113XWC3A,1570,4,0,,25.78,20.08,Very Low Income
B0113XWUV4,1570,4,0,,25.33,0.00,Very Low Income
B0113XMUJ6,1570,4,0,,25.65,20.70,Very Low Income
B0113XMQ5Y,1570,4,0,,25.49,11.80,Very Low Income
B0113XP0Z2,1570,4,0,,25.93,0.00,Low Income
B0113XUJDU,1570,4,0,,25.10,20.78,Very Low Income
B0113XYB2U,1570,4,0,,25.99,0.00,Very Low Income
B0113XVU24,1570,4,0,,25.27,17.98,Very Low Income
B0113XTLIO,1570,4,0,,26.98,20.44,Very Low Income
B0113XWBW2,1570,4,0,,26.06,19.34,Very Low Income
B0113Y098Y,1570,4,0,,29.38,48.42,Lower-Middle Income
B0113XP2H8,1570,4,0,,25.99,18.78,Very Low Income
B0113XMMLM,1570,4,0,,25.25,0.00,Very Low Income
B0113XOE1S,1570,4,0,,25.27,21.00,Very Low Income
B0113XNG12,1570,4,0,,28.78,25.61,Low Income
B0113XOQHA,1570,4,0,,27.42,29.54,Low Income
B0113XNAWM,1570,4,0,,,,Low Income
B0113XWIZC,1570,4,0,,26.39,0.00,Low Income
B0113Y1JQK,1570,4,0,,25.27,19.32,Very Low Income
B0113XN70M,1570,4,0,,27.02,20.89,Very Low Income
B0113XUVVU,1570,4,0,,25.39,19.48,Very Low Income
B0113XZ1G0,1570,4,0,,26.21,25.83,Low Income
B0113XOW38,1570,4,0,,26.59,33.30,Low Income
B0113XZIGI,1570,4,0,,25.95,26.05,Low Income
B0113XWVAY,1570,4,0,,25.22,0.00,Very Low Income
B0113XXCUC,1570,4,0,,26.12,25.84,Low Income
B0113XMZLO,1570,4,0,,26.15,22.51,Low Income
B0113XWLRM,1570,4,0,,25.47,21.44,Low Income
B0113XOR2Y,1570,4,0,,25.59,17.92,Very Low Income
B0113XTMVA,1570,4,0,,27.41,25.01,Low Income
B0113XT6C0,1570,4,0,,,,Very Low Income
B0113XP958,1666,4,0,,26.05,20.45,Very Low Income
B0113XMUMS,1570,4,0,,25.29,0.00,Very Low Income
B0113XZ2OG,1570,4,0,,26.59,26.15,Low Income
B0113XZJXU,1570,4,0,,26.01,0.00,Very Low Income
B0113XU3R2,1570,4,0,,26.97,25.06,Low Income
B0113XZU34,1570,4,0,,26.35,20.61,Very Low Income
B0113XY9J0,1570,4,0,,25.95,25.28,Low Income
B0113Y17AI,1570,4,0,,25.59,21.47,Very Low Income
B0113XW39S,1570,4,0,,25.83,21.41,Very Low Income
B0113XQA24,1570,4,0,,27.63,22.13,Very Low Income
B0113XO9KO,1570,4,0,2194415.0,,,Very Low Income
B0113XZVHY,1570,4,0,,26.95,25.92,Low Income
B0113XXXCY,1570,4,0,,26.12,19.74,Very Low Income
B0113XXPJ0,1570,4,0,,26.21,21.10,Low Income
B0113XXPKO,1570,4,0,,25.33,22.67,Low Income
B0113Y1I4S,1570,4,0,,25.29,21.20,Very Low Income
B0113XVN76,1570,4,0,,25.23,19.77,Very Low Income
B0113XZ2XC,1570,4,0,,26.67,26.09,Low Income
B0113Y08XU,1570,4,0,,,,Low Income
B0113XZJAI,1570,4,0,,27.06,24.31,Low Income
B01138T98G,1667,4,0,66824.0,25.82,21.21,Low Income
B010UJSQO2,1668,4,0,,33.87,44.52,Lower-Middle Income
B010GHNJ0E,1669,4,0,,28.98,12.80,Very Low Income
B010QUODGK,1670,4,0,,36.00,15.83,Lower-Middle Income
B0031IDXQQ,1632,4,0,,32.97,5.31,Low Income
